,business_date,store,the_chat_id,hour,business_date_2,Legend
130,2022-06-11,BLUE SPRINGS 22445,935,18,2022-04-19,Live Today
131,2022-06-12,BLUE SPRINGS 22445,856,18,2022-04-19,Live Today
132,2022-06-13,BLUE SPRINGS 22445,943,18,2022-04-19,Live Today
133,2022-06-14,BLUE SPRINGS 22445,1008,18,2022-04-19,Live Today
134,2022-06-15,BLUE SPRINGS 22445,923,18,2022-04-19,Live Today
135,2022-06-16,BLUE SPRINGS 22445,1017,18,2022-04-19,Live Today
136,2022-06-17,BLUE SPRINGS 22445,1043,18,2022-04-19,Live Today
137,2022-06-18,BLUE SPRINGS 22445,936,18,2022-04-19,Live Today
138,2022-06-19,BLUE SPRINGS 22445,754,18,2022-04-19,Live Today
139,2022-06-20,BLUE SPRINGS 22445,919,18,2022-04-19,Live Today
140,2022-06-21,BLUE SPRINGS 22445,966,18,2022-04-19,Live Today
141,2022-06-22,BLUE SPRINGS 22445,1011,19,2022-04-19,Live Today
142,2022-06-23,BLUE SPRINGS 22445,962,18,2022-04-19,Live Today
143,2022-06-24,BLUE SPRINGS 22445,1003,18,2022-04-19,Live Today
144,2022-06-25,BLUE SPRINGS 22445,884,18,2022-04-19,Live Today
145,2022-06-26,BLUE SPRINGS 22445,836,18,2022-04-19,Live Today
146,2022-06-27,BLUE SPRINGS 22445,961,18,2022-04-19,Live Today
147,2022-06-28,BLUE SPRINGS 22445,926,18,2022-04-19,Live Today
253,2022-05-17,BLUE SPRINGS 6064,977,18,2022-05-17,Live Today
254,2022-05-18,BLUE SPRINGS 6064,964,19,2022-05-17,Live Today
255,2022-05-19,BLUE SPRINGS 6064,999,19,2022-05-17,Live Today
256,2022-05-20,BLUE SPRINGS 6064,1017,18,2022-05-17,Live Today
257,2022-05-21,BLUE SPRINGS 6064,858,18,2022-05-17,Live Today
258,2022-05-22,BLUE SPRINGS 6064,769,19,2022-05-17,Live Today
259,2022-05-23,BLUE SPRINGS 6064,960,18,2022-05-17,Live Today
261,2022-05-25,BLUE SPRINGS 6064,908,18,2022-05-17,Live Today
262,2022-05-26,BLUE SPRINGS 6064,975,18,2022-05-17,Live Today
263,2022-05-27,BLUE SPRINGS 6064,1002,18,2022-05-17,Live Today
264,2022-05-28,BLUE SPRINGS 6064,864,18,2022-05-17,Live Today
265,2022-05-29,BLUE SPRINGS 6064,724,19,2022-05-17,Live Today
266,2022-05-30,BLUE SPRINGS 6064,754,18,2022-05-17,Live Today
267,2022-05-31,BLUE SPRINGS 6064,872,18,2022-05-17,Live Today
268,2022-06-01,BLUE SPRINGS 6064,975,18,2022-05-17,Live Today
269,2022-06-02,BLUE SPRINGS 6064,1007,18,2022-05-17,Live Today
270,2022-06-03,BLUE SPRINGS 6064,994,19,2022-05-17,Live Today
271,2022-06-04,BLUE SPRINGS 6064,845,19,2022-05-17,Live Today
272,2022-06-05,BLUE SPRINGS 6064,800,18,2022-05-17,Live Today
273,2022-06-06,BLUE SPRINGS 6064,946,18,2022-05-17,Live Today
274,2022-06-07,BLUE SPRINGS 6064,969,18,2022-05-17,Live Today
275,2022-06-08,BLUE SPRINGS 6064,969,18,2022-05-17,Live Today
276,2022-06-09,BLUE SPRINGS 6064,973,18,2022-05-17,Live Today
277,2022-06-10,BLUE SPRINGS 6064,993,19,2022-05-17,Live Today
284,2022-06-17,BLUE SPRINGS 6064,399,9,2022-05-17,Live Today
285,2022-06-18,BLUE SPRINGS 6064,874,19,2022-05-17,Live Today
286,2022-06-19,BLUE SPRINGS 6064,652,18,2022-05-17,Live Today
287,2022-06-20,BLUE SPRINGS 6064,911,18,2022-05-17,Live Today
288,2022-06-21,BLUE SPRINGS 6064,980,18,2022-05-17,Live Today
289,2022-06-22,BLUE SPRINGS 6064,977,19,2022-05-17,Live Today
290,2022-06-23,BLUE SPRINGS 6064,984,18,2022-05-17,Live Today
291,2022-06-24,BLUE SPRINGS 6064,961,18,2022-05-17,Live Today
292,2022-06-25,BLUE SPRINGS 6064,830,18,2022-05-17,Live Today
293,2022-06-26,BLUE SPRINGS 6064,775,18,2022-05-17,Live Today
294,2022-06-27,BLUE SPRINGS 6064,896,18,2022-05-17,Live Today
295,2022-06-28,BLUE SPRINGS 6064,872,18,2022-05-17,Live Today
394,2022-05-10,CLARINDA 11278,768,17,2022-05-10,Live Today
395,2022-05-11,CLARINDA 11278,874,19,2022-05-10,Live Today
396,2022-05-12,CLARINDA 11278,887,17,2022-05-10,Live Today
397,2022-05-13,CLARINDA 11278,969,19,2022-05-10,Live Today
398,2022-05-14,CLARINDA 11278,771,19,2022-05-10,Live Today
399,2022-05-15,CLARINDA 11278,660,19,2022-05-10,Live Today
400,2022-05-16,CLARINDA 11278,845,19,2022-05-10,Live Today
401,2022-05-17,CLARINDA 11278,787,19,2022-05-10,Live Today
402,2022-05-18,CLARINDA 11278,834,19,2022-05-10,Live Today
403,2022-05-19,CLARINDA 11278,847,19,2022-05-10,Live Today
404,2022-05-20,CLARINDA 11278,862,19,2022-05-10,Live Today
405,2022-05-21,CLARINDA 11278,706,19,2022-05-10,Live Today
406,2022-05-22,CLARINDA 11278,526,14,2022-05-10,Live Today
407,2022-05-23,CLARINDA 11278,609,15,2022-05-10,Live Today
408,2022-05-24,CLARINDA 11278,788,19,2022-05-10,Live Today
409,2022-05-25,CLARINDA 11278,783,19,2022-05-10,Live Today
411,2022-05-27,CLARINDA 11278,869,19,2022-05-10,Live Today
412,2022-05-28,CLARINDA 11278,706,19,2022-05-10,Live Today
413,2022-05-29,CLARINDA 11278,647,19,2022-05-10,Live Today
414,2022-05-30,CLARINDA 11278,626,19,2022-05-10,Live Today
415,2022-05-31,CLARINDA 11278,789,19,2022-05-10,Live Today
416,2022-06-01,CLARINDA 11278,841,19,2022-05-10,Live Today
417,2022-06-02,CLARINDA 11278,858,20,2022-05-10,Live Today
418,2022-06-03,CLARINDA 11278,866,19,2022-05-10,Live Today
419,2022-06-04,CLARINDA 11278,719,19,2022-05-10,Live Today
420,2022-06-05,CLARINDA 11278,573,19,2022-05-10,Live Today
421,2022-06-06,CLARINDA 11278,811,19,2022-05-10,Live Today
422,2022-06-07,CLARINDA 11278,693,18,2022-05-10,Live Today
423,2022-06-08,CLARINDA 11278,848,20,2022-05-10,Live Today
424,2022-06-09,CLARINDA 11278,831,19,2022-05-10,Live Today
425,2022-06-10,CLARINDA 11278,869,19,2022-05-10,Live Today
426,2022-06-11,CLARINDA 11278,710,19,2022-05-10,Live Today
427,2022-06-12,CLARINDA 11278,601,19,2022-05-10,Live Today
428,2022-06-13,CLARINDA 11278,756,19,2022-05-10,Live Today
429,2022-06-14,CLARINDA 11278,816,19,2022-05-10,Live Today
430,2022-06-15,CLARINDA 11278,837,19,2022-05-10,Live Today
431,2022-06-16,CLARINDA 11278,879,19,2022-05-10,Live Today
432,2022-06-17,CLARINDA 11278,894,19,2022-05-10,Live Today
433,2022-06-18,CLARINDA 11278,778,19,2022-05-10,Live Today
434,2022-06-19,CLARINDA 11278,600,19,2022-05-10,Live Today
435,2022-06-20,CLARINDA 11278,777,20,2022-05-10,Live Today
436,2022-06-21,CLARINDA 11278,796,19,2022-05-10,Live Today
437,2022-06-22,CLARINDA 11278,812,19,2022-05-10,Live Today
438,2022-06-23,CLARINDA 11278,807,19,2022-05-10,Live Today
439,2022-06-24,CLARINDA 11278,811,19,2022-05-10,Live Today
440,2022-06-25,CLARINDA 11278,723,20,2022-05-10,Live Today
441,2022-06-26,CLARINDA 11278,654,19,2022-05-10,Live Today
442,2022-06-27,CLARINDA 11278,779,19,2022-05-10,Live Today
443,2022-06-28,CLARINDA 11278,836,19,2022-05-10,Live Today
534,2022-05-02,COUNCIL BLUFFS 11004,492,12,2022-05-02,Live Today
535,2022-05-03,COUNCIL BLUFFS 11004,801,17,2022-05-02,Live Today
536,2022-05-04,COUNCIL BLUFFS 11004,654,15,2022-05-02,Live Today
537,2022-05-05,COUNCIL BLUFFS 11004,856,17,2022-05-02,Live Today
538,2022-05-06,COUNCIL BLUFFS 11004,639,17,2022-05-02,Live Today
539,2022-05-07,COUNCIL BLUFFS 11004,726,17,2022-05-02,Live Today
540,2022-05-08,COUNCIL BLUFFS 11004,561,17,2022-05-02,Live Today
541,2022-05-09,COUNCIL BLUFFS 11004,828,17,2022-05-02,Live Today
542,2022-05-10,COUNCIL BLUFFS 11004,813,17,2022-05-02,Live Today
543,2022-05-11,COUNCIL BLUFFS 11004,804,18,2022-05-02,Live Today
544,2022-05-12,COUNCIL BLUFFS 11004,820,18,2022-05-02,Live Today
545,2022-05-13,COUNCIL BLUFFS 11004,874,18,2022-05-02,Live Today
546,2022-05-14,COUNCIL BLUFFS 11004,678,17,2022-05-02,Live Today
547,2022-05-15,COUNCIL BLUFFS 11004,661,17,2022-05-02,Live Today
548,2022-05-16,COUNCIL BLUFFS 11004,848,18,2022-05-02,Live Today
549,2022-05-17,COUNCIL BLUFFS 11004,800,17,2022-05-02,Live Today
550,2022-05-18,COUNCIL BLUFFS 11004,821,18,2022-05-02,Live Today
551,2022-05-19,COUNCIL BLUFFS 11004,675,16,2022-05-02,Live Today
552,2022-05-20,COUNCIL BLUFFS 11004,821,17,2022-05-02,Live Today
553,2022-05-21,COUNCIL BLUFFS 11004,705,17,2022-05-02,Live Today
554,2022-05-22,COUNCIL BLUFFS 11004,638,17,2022-05-02,Live Today
555,2022-05-23,COUNCIL BLUFFS 11004,789,18,2022-05-02,Live Today
556,2022-05-24,COUNCIL BLUFFS 11004,761,18,2022-05-02,Live Today
557,2022-05-25,COUNCIL BLUFFS 11004,740,18,2022-05-02,Live Today
558,2022-05-26,COUNCIL BLUFFS 11004,801,17,2022-05-02,Live Today
559,2022-05-27,COUNCIL BLUFFS 11004,508,12,2022-05-02,Live Today
560,2022-05-28,COUNCIL BLUFFS 11004,614,17,2022-05-02,Live Today
561,2022-05-29,COUNCIL BLUFFS 11004,633,17,2022-05-02,Live Today
562,2022-05-30,COUNCIL BLUFFS 11004,635,17,2022-05-02,Live Today
563,2022-05-31,COUNCIL BLUFFS 11004,773,17,2022-05-02,Live Today
564,2022-06-01,COUNCIL BLUFFS 11004,782,17,2022-05-02,Live Today
565,2022-06-02,COUNCIL BLUFFS 11004,822,17,2022-05-02,Live Today
566,2022-06-03,COUNCIL BLUFFS 11004,795,17,2022-05-02,Live Today
567,2022-06-04,COUNCIL BLUFFS 11004,682,17,2022-05-02,Live Today
568,2022-06-05,COUNCIL BLUFFS 11004,647,17,2022-05-02,Live Today
569,2022-06-06,COUNCIL BLUFFS 11004,762,17,2022-05-02,Live Today
570,2022-06-07,COUNCIL BLUFFS 11004,728,17,2022-05-02,Live Today
571,2022-06-08,COUNCIL BLUFFS 11004,770,17,2022-05-02,Live Today
572,2022-06-09,COUNCIL BLUFFS 11004,726,17,2022-05-02,Live Today
573,2022-06-10,COUNCIL BLUFFS 11004,775,17,2022-05-02,Live Today
574,2022-06-11,COUNCIL BLUFFS 11004,614,17,2022-05-02,Live Today
575,2022-06-12,COUNCIL BLUFFS 11004,501,13,2022-05-02,Live Today
576,2022-06-13,COUNCIL BLUFFS 11004,718,17,2022-05-02,Live Today
577,2022-06-14,COUNCIL BLUFFS 11004,736,17,2022-05-02,Live Today
578,2022-06-15,COUNCIL BLUFFS 11004,787,18,2022-05-02,Live Today
579,2022-06-16,COUNCIL BLUFFS 11004,756,18,2022-05-02,Live Today
580,2022-06-17,COUNCIL BLUFFS 11004,855,17,2022-05-02,Live Today
581,2022-06-18,COUNCIL BLUFFS 11004,639,17,2022-05-02,Live Today
582,2022-06-19,COUNCIL BLUFFS 11004,589,17,2022-05-02,Live Today
583,2022-06-20,COUNCIL BLUFFS 11004,738,17,2022-05-02,Live Today
584,2022-06-21,COUNCIL BLUFFS 11004,800,17,2022-05-02,Live Today
585,2022-06-22,COUNCIL BLUFFS 11004,816,17,2022-05-02,Live Today
586,2022-06-23,COUNCIL BLUFFS 11004,781,18,2022-05-02,Live Today
587,2022-06-24,COUNCIL BLUFFS 11004,642,15,2022-05-02,Live Today
588,2022-06-25,COUNCIL BLUFFS 11004,682,17,2022-05-02,Live Today
589,2022-06-26,COUNCIL BLUFFS 11004,614,17,2022-05-02,Live Today
590,2022-06-27,COUNCIL BLUFFS 11004,766,17,2022-05-02,Live Today
591,2022-06-28,COUNCIL BLUFFS 11004,744,18,2022-05-02,Live Today
669,2022-04-19,COUNCIL BLUFFS 11458,1098,17,2022-04-19,Live Today
670,2022-04-20,COUNCIL BLUFFS 11458,1251,19,2022-04-19,Live Today
671,2022-04-21,COUNCIL BLUFFS 11458,1227,19,2022-04-19,Live Today
672,2022-04-22,COUNCIL BLUFFS 11458,1444,21,2022-04-19,Live Today
673,2022-04-23,COUNCIL BLUFFS 11458,1301,21,2022-04-19,Live Today
674,2022-04-24,COUNCIL BLUFFS 11458,1145,19,2022-04-19,Live Today
675,2022-04-25,COUNCIL BLUFFS 11458,1239,19,2022-04-19,Live Today
676,2022-04-26,COUNCIL BLUFFS 11458,1258,19,2022-04-19,Live Today
677,2022-04-27,COUNCIL BLUFFS 11458,1133,17,2022-04-19,Live Today
678,2022-04-28,COUNCIL BLUFFS 11458,1273,19,2022-04-19,Live Today
679,2022-04-29,COUNCIL BLUFFS 11458,1417,21,2022-04-19,Live Today
680,2022-04-30,COUNCIL BLUFFS 11458,1311,21,2022-04-19,Live Today
681,2022-05-01,COUNCIL BLUFFS 11458,1128,19,2022-04-19,Live Today
682,2022-05-02,COUNCIL BLUFFS 11458,1185,19,2022-04-19,Live Today
683,2022-05-03,COUNCIL BLUFFS 11458,1299,19,2022-04-19,Live Today
684,2022-05-04,COUNCIL BLUFFS 11458,876,16,2022-04-19,Live Today
685,2022-05-05,COUNCIL BLUFFS 11458,736,18,2022-04-19,Live Today
686,2022-05-06,COUNCIL BLUFFS 11458,897,21,2022-04-19,Live Today
687,2022-05-07,COUNCIL BLUFFS 11458,1295,21,2022-04-19,Live Today
688,2022-05-08,COUNCIL BLUFFS 11458,996,19,2022-04-19,Live Today
689,2022-05-09,COUNCIL BLUFFS 11458,1215,19,2022-04-19,Live Today
690,2022-05-10,COUNCIL BLUFFS 11458,1192,19,2022-04-19,Live Today
691,2022-05-11,COUNCIL BLUFFS 11458,786,19,2022-04-19,Live Today
692,2022-05-12,COUNCIL BLUFFS 11458,744,18,2022-04-19,Live Today
693,2022-05-13,COUNCIL BLUFFS 11458,328,7,2022-04-19,Live Today
698,2022-05-18,COUNCIL BLUFFS 11458,719,12,2022-04-19,Live Today
699,2022-05-19,COUNCIL BLUFFS 11458,999,15,2022-04-19,Live Today
700,2022-05-20,COUNCIL BLUFFS 11458,1481,21,2022-04-19,Live Today
701,2022-05-21,COUNCIL BLUFFS 11458,1016,20,2022-04-19,Live Today
702,2022-05-22,COUNCIL BLUFFS 11458,1078,19,2022-04-19,Live Today
703,2022-05-23,COUNCIL BLUFFS 11458,1252,19,2022-04-19,Live Today
704,2022-05-24,COUNCIL BLUFFS 11458,1201,19,2022-04-19,Live Today
705,2022-05-25,COUNCIL BLUFFS 11458,1188,19,2022-04-19,Live Today
706,2022-05-26,COUNCIL BLUFFS 11458,952,14,2022-04-19,Live Today
707,2022-05-27,COUNCIL BLUFFS 11458,1369,22,2022-04-19,Live Today
708,2022-05-28,COUNCIL BLUFFS 11458,1224,21,2022-04-19,Live Today
709,2022-05-29,COUNCIL BLUFFS 11458,945,18,2022-04-19,Live Today
710,2022-05-30,COUNCIL BLUFFS 11458,1036,18,2022-04-19,Live Today
711,2022-05-31,COUNCIL BLUFFS 11458,915,15,2022-04-19,Live Today
712,2022-06-01,COUNCIL BLUFFS 11458,600,11,2022-04-19,Live Today
713,2022-06-02,COUNCIL BLUFFS 11458,1241,19,2022-04-19,Live Today
714,2022-06-03,COUNCIL BLUFFS 11458,1345,19,2022-04-19,Live Today
715,2022-06-04,COUNCIL BLUFFS 11458,1210,21,2022-04-19,Live Today
716,2022-06-05,COUNCIL BLUFFS 11458,1105,19,2022-04-19,Live Today
717,2022-06-06,COUNCIL BLUFFS 11458,1203,19,2022-04-19,Live Today
718,2022-06-07,COUNCIL BLUFFS 11458,1186,19,2022-04-19,Live Today
719,2022-06-08,COUNCIL BLUFFS 11458,1272,19,2022-04-19,Live Today
720,2022-06-09,COUNCIL BLUFFS 11458,1171,19,2022-04-19,Live Today
721,2022-06-10,COUNCIL BLUFFS 11458,1440,21,2022-04-19,Live Today
722,2022-06-11,COUNCIL BLUFFS 11458,1216,21,2022-04-19,Live Today
723,2022-06-12,COUNCIL BLUFFS 11458,1011,18,2022-04-19,Live Today
724,2022-06-13,COUNCIL BLUFFS 11458,1112,20,2022-04-19,Live Today
725,2022-06-14,COUNCIL BLUFFS 11458,1196,19,2022-04-19,Live Today
726,2022-06-15,COUNCIL BLUFFS 11458,1286,19,2022-04-19,Live Today
727,2022-06-16,COUNCIL BLUFFS 11458,1173,19,2022-04-19,Live Today
728,2022-06-17,COUNCIL BLUFFS 11458,1388,21,2022-04-19,Live Today
729,2022-06-18,COUNCIL BLUFFS 11458,940,19,2022-04-19,Live Today
730,2022-06-19,COUNCIL BLUFFS 11458,1045,19,2022-04-19,Live Today
731,2022-06-20,COUNCIL BLUFFS 11458,1151,19,2022-04-19,Live Today
732,2022-06-21,COUNCIL BLUFFS 11458,1157,17,2022-04-19,Live Today
733,2022-06-22,COUNCIL BLUFFS 11458,1181,18,2022-04-19,Live Today
734,2022-06-23,COUNCIL BLUFFS 11458,1215,19,2022-04-19,Live Today
735,2022-06-24,COUNCIL BLUFFS 11458,1393,21,2022-04-19,Live Today
736,2022-06-25,COUNCIL BLUFFS 11458,893,16,2022-04-19,Live Today
737,2022-06-26,COUNCIL BLUFFS 11458,1100,19,2022-04-19,Live Today
738,2022-06-27,COUNCIL BLUFFS 11458,1211,19,2022-04-19,Live Today
739,2022-06-28,COUNCIL BLUFFS 11458,1108,19,2022-04-19,Live Today
838,2022-05-10,COUNCIL BLUFFS 24291,529,14,2022-05-10,Live Today
839,2022-05-11,COUNCIL BLUFFS 24291,776,18,2022-05-10,Live Today
840,2022-05-12,COUNCIL BLUFFS 24291,797,18,2022-05-10,Live Today
841,2022-05-13,COUNCIL BLUFFS 24291,864,19,2022-05-10,Live Today
842,2022-05-14,COUNCIL BLUFFS 24291,764,21,2022-05-10,Live Today
843,2022-05-15,COUNCIL BLUFFS 24291,681,18,2022-05-10,Live Today
844,2022-05-16,COUNCIL BLUFFS 24291,824,18,2022-05-10,Live Today
845,2022-05-17,COUNCIL BLUFFS 24291,796,18,2022-05-10,Live Today
846,2022-05-18,COUNCIL BLUFFS 24291,791,19,2022-05-10,Live Today
847,2022-05-19,COUNCIL BLUFFS 24291,792,18,2022-05-10,Live Today
848,2022-05-20,COUNCIL BLUFFS 24291,830,19,2022-05-10,Live Today
849,2022-05-21,COUNCIL BLUFFS 24291,535,13,2022-05-10,Live Today
850,2022-05-22,COUNCIL BLUFFS 24291,735,17,2022-05-10,Live Today
851,2022-05-23,COUNCIL BLUFFS 24291,794,19,2022-05-10,Live Today
852,2022-05-24,COUNCIL BLUFFS 24291,781,18,2022-05-10,Live Today
853,2022-05-25,COUNCIL BLUFFS 24291,765,18,2022-05-10,Live Today
854,2022-05-26,COUNCIL BLUFFS 24291,853,18,2022-05-10,Live Today
855,2022-05-27,COUNCIL BLUFFS 24291,813,19,2022-05-10,Live Today
856,2022-05-28,COUNCIL BLUFFS 24291,733,20,2022-05-10,Live Today
857,2022-05-29,COUNCIL BLUFFS 24291,678,19,2022-05-10,Live Today
858,2022-05-30,COUNCIL BLUFFS 24291,659,18,2022-05-10,Live Today
859,2022-05-31,COUNCIL BLUFFS 24291,840,18,2022-05-10,Live Today
860,2022-06-01,COUNCIL BLUFFS 24291,774,18,2022-05-10,Live Today
861,2022-06-02,COUNCIL BLUFFS 24291,869,18,2022-05-10,Live Today
862,2022-06-03,COUNCIL BLUFFS 24291,866,19,2022-05-10,Live Today
863,2022-06-04,COUNCIL BLUFFS 24291,655,14,2022-05-10,Live Today
864,2022-06-05,COUNCIL BLUFFS 24291,673,17,2022-05-10,Live Today
865,2022-06-06,COUNCIL BLUFFS 24291,806,18,2022-05-10,Live Today
866,2022-06-07,COUNCIL BLUFFS 24291,746,18,2022-05-10,Live Today
867,2022-06-08,COUNCIL BLUFFS 24291,823,19,2022-05-10,Live Today
868,2022-06-09,COUNCIL BLUFFS 24291,799,18,2022-05-10,Live Today
869,2022-06-10,COUNCIL BLUFFS 24291,866,18,2022-05-10,Live Today
870,2022-06-11,COUNCIL BLUFFS 24291,754,18,2022-05-10,Live Today
871,2022-06-12,COUNCIL BLUFFS 24291,707,17,2022-05-10,Live Today
872,2022-06-13,COUNCIL BLUFFS 24291,734,17,2022-05-10,Live Today
873,2022-06-14,COUNCIL BLUFFS 24291,785,18,2022-05-10,Live Today
874,2022-06-15,COUNCIL BLUFFS 24291,844,18,2022-05-10,Live Today
875,2022-06-16,COUNCIL BLUFFS 24291,826,18,2022-05-10,Live Today
876,2022-06-17,COUNCIL BLUFFS 24291,907,19,2022-05-10,Live Today
877,2022-06-18,COUNCIL BLUFFS 24291,787,18,2022-05-10,Live Today
878,2022-06-19,COUNCIL BLUFFS 24291,681,17,2022-05-10,Live Today
879,2022-06-20,COUNCIL BLUFFS 24291,776,18,2022-05-10,Live Today
880,2022-06-21,COUNCIL BLUFFS 24291,777,19,2022-05-10,Live Today
881,2022-06-22,COUNCIL BLUFFS 24291,891,18,2022-05-10,Live Today
882,2022-06-23,COUNCIL BLUFFS 24291,812,18,2022-05-10,Live Today
883,2022-06-24,COUNCIL BLUFFS 24291,887,18,2022-05-10,Live Today
884,2022-06-25,COUNCIL BLUFFS 24291,614,14,2022-05-10,Live Today
885,2022-06-26,COUNCIL BLUFFS 24291,526,15,2022-05-10,Live Today
886,2022-06-27,COUNCIL BLUFFS 24291,540,14,2022-05-10,Live Today
887,2022-06-28,COUNCIL BLUFFS 24291,748,18,2022-05-10,Live Today
888,2022-02-01,DYER 23476,822,15,2022-02-01,Live Today
889,2022-02-02,DYER 23476,453,16,2022-02-01,Live Today
890,2022-02-03,DYER 23476,309,11,2022-02-01,Live Today
891,2022-02-04,DYER 23476,966,19,2022-02-01,Live Today
892,2022-02-05,DYER 23476,998,19,2022-02-01,Live Today
893,2022-02-06,DYER 23476,826,18,2022-02-01,Live Today
894,2022-02-07,DYER 23476,962,18,2022-02-01,Live Today
895,2022-02-08,DYER 23476,1005,18,2022-02-01,Live Today
896,2022-02-09,DYER 23476,911,15,2022-02-01,Live Today
897,2022-02-10,DYER 23476,1044,18,2022-02-01,Live Today
898,2022-02-11,DYER 23476,1107,19,2022-02-01,Live Today
899,2022-02-12,DYER 23476,1051,19,2022-02-01,Live Today
900,2022-02-13,DYER 23476,805,18,2022-02-01,Live Today
901,2022-02-14,DYER 23476,923,18,2022-02-01,Live Today
902,2022-02-15,DYER 23476,964,17,2022-02-01,Live Today
903,2022-02-16,DYER 23476,1032,17,2022-02-01,Live Today
904,2022-02-17,DYER 23476,739,17,2022-02-01,Live Today
905,2022-02-18,DYER 23476,993,18,2022-02-01,Live Today
906,2022-02-19,DYER 23476,1028,20,2022-02-01,Live Today
907,2022-02-20,DYER 23476,876,18,2022-02-01,Live Today
908,2022-02-21,DYER 23476,1023,18,2022-02-01,Live Today
909,2022-02-22,DYER 23476,974,17,2022-02-01,Live Today
910,2022-02-23,DYER 23476,940,17,2022-02-01,Live Today
911,2022-02-24,DYER 23476,998,18,2022-02-01,Live Today
